Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
376,-0.43995,0.994795,1.357058,-0.05029,0.10803,-0.31462,0.50091,0.234651,-0.57701,-0.37006,1.781782,0.422374,-0.65892,-0.0656,0.500145,0.257425,0.146188,-0.08013,-0.23262,0.046849,-0.17816,-0.47677,0.03674,0.155321,-0.31197,0.073609,0.254203,0.085367,4.45,0
376,0.894056,-0.031,1.514665,2.587276,-0.22269,1.987772,-0.92211,0.78294,0.18151,0.318345,0.16881,0.253736,-0.83273,-0.12444,0.845365,-0.70399,0.949886,-2.15762,-2.51442,-0.33548,0.052819,0.394703,0.212676,-0.65443,-0.08963,0.066054,0.107787,0.024676,11.39,0
377,1.166919,0.027049,0.513875,0.860965,-0.51945,-0.68115,0.074992,-0.18778,0.345399,-0.23165,-0.53277,0.878559,0.725637,-0.21235,-0.28954,-0.3138,-0.01,-0.7998,0.202364,-0.00213,-0.20275,-0.44139,-0.02578,0.452607,0.467223,0.262577,-0.02383,0.020521,40.83,0
378,-0.46045,0.720561,0.247836,-0.68752,-0.62767,-1.12971,0.42656,0.055195,-2.06346,-0.27873,-0.05137,-0.37533,1.28199,-0.8777,0.543344,0.87404,1.428133,-0.9333,1.239625,0.344738,0.329565,0.70511,0.037093,0.373316,-0.17694,-0.15616,0.011631,0.116359,85.25,0
379,-1.8961,-1.82905,1.181222,3.897846,-1.68647,1.976371,-0.56411,-2.40046,-0.9792,-0.28472,0.284799,0.592319,-0.65393,0.510773,-0.54506,0.309555,0.259247,0.66047,0.978843,2.538636,-0.93635,-0.51663,-0.91168,0.025106,0.656699,0.200868,-0.08899,0.339814,881.13,0
380,-1.29984,0.881817,1.452842,-1.2937,-0.0251,-1.1701,0.86161,-0.19393,0.592001,0.241979,0.144973,-0.58389,-1.59535,0.032613,0.752834,-0.09429,-0.16343,-1.11118,-1.12402,0.065979,-0.27256,-0.36085,0.223911,0.59893,-0.3977,0.637141,0.234872,0.021379,0,0
380,1.158923,0.165064,0.507316,0.456052,-0.1936,-0.18078,-0.07049,0.046688,-0.30292,0.038973,1.796799,1.436893,0.765249,0.355947,0.523828,0.18245,-0.42741,-0.56143,-0.19342,-0.06177,-0.16691,-0.47695,0.13946,0.028225,0.130464,0.104225,-0.01433,0.008026,9.99,0
382,-0.80428,0.379523,1.892525,0.315886,-0.19478,-0.24898,0.422565,-0.02832,-0.24766,-0.48874,0.018104,0.745749,0.811924,-0.33913,0.41271,-1.0816,0.806113,-1.23116,1.10907,0.117261,-0.1529,-0.21373,0.174706,0.486816,-0.36568,0.963301,-0.04555,0.110528,45.38,0
383,-0.90791,1.622223,0.036381,0.526254,0.34356,-0.81413,1.286353,-0.51328,0.650091,2.374533,1.276955,-0.15664,-1.34624,0.08584,0.256081,-0.59637,-0.62469,0.376031,0.58401,0.593289,-0.11873,0.640329,0.022339,0.297445,-0.65061,-0.53018,-0.0423,-0.4908,17.99,0
383,-0.67198,1.286814,1.575214,-0.28999,0.601959,-0.39992,1.466422,-0.7921,0.747273,1.206007,0.451884,-0.3001,0.0514,-1.4594,1.305765,-0.30298,-0.1593,-0.75326,-0.52613,0.74632,-0.53587,-0.52953,-0.11293,0.014225,-0.18367,0.001701,-0.06597,-0.62086,16,0
384,0.45079,-2.16853,-0.82404,-0.35102,-0.98403,-0.07902,0.274409,-0.18316,-0.94965,0.580143,0.070217,0.008289,-0.40924,0.42121,-0.53853,-1.24846,-0.19542,1.563715,-0.00332,0.517926,-0.15779,-1.05797,-0.55917,-0.4694,0.310075,1.076463,-0.17356,0.06521,510.22,0
386,1.213136,0.462143,0.664599,1.301135,-0.40742,-0.99412,0.180626,-0.27904,-0.21649,0.016012,0.12478,1.049709,1.42461,0.034876,0.794658,0.039519,-0.45541,-0.35897,-0.60501,-0.06543,0.069834,0.318994,-0.04803,0.758936,0.616221,-0.35406,0.032492,0.030264,1,0
386,0.071936,-1.602,-0.60619,1.591623,-0.36429,0.319968,0.856676,-0.05263,-0.18843,-0.13282,0.918978,0.769188,-0.51023,0.670791,-0.31505,-0.28072,-0.16224,-0.11426,-0.25424,0.959559,0.364078,-0.11044,-0.66906,-0.26215,0.555656,-0.28813,-0.0895,0.095584,575.33,0
387,1.248022,0.367821,0.058192,0.933295,0.443929,0.226403,0.115654,-0.05958,-0.15553,-0.03351,-0.8412,0.693274,1.61216,0.014893,1.155163,0.158076,-0.66683,-0.4592,-0.4079,-0.03765,-0.0753,-0.09856,-0.13718,-0.9409,0.6455,-0.33423,0.044271,0.01585,10,0
388,-0.51723,0.599241,2.91395,0.374994,-0.45337,-0.40789,0.653326,-0.33776,0.713252,-0.29251,-0.43117,0.009448,-0.55271,-0.84371,-0.36261,-0.13681,-0.46402,-0.14681,-0.82135,-0.07485,-0.01661,0.394598,-0.15104,0.896232,-0.33515,-0.68006,-0.28611,-0.2987,12.99,0
388,0.199489,0.705636,1.398115,1.219647,0.149196,-0.69893,-0.55101,-0.87202,-0.37032,-0.03218,0.506834,0.949598,0.689686,0.39438,1.412829,-0.52132,0.241035,-0.98951,-0.32651,-0.20363,0.64089,-0.70134,-0.75794,0.63951,0.147696,-0.54499,0.274528,0.280555,9.99,0
389,-1.58193,1.754753,0.796003,-0.55808,0.302975,-0.0687,0.776211,-0.05717,1.036104,1.931162,1.46622,-0.3598,-1.5194,-0.75909,0.791611,0.167181,-0.2594,0.053381,-0.19662,0.908322,-0.51152,-0.72945,-0.02918,-0.43033,-0.01209,0.080318,0.540107,0.034934,8.93,0
389,1.228478,-1.09795,1.629013,-0.00555,-1.96987,0.250276,-1.38178,0.174507,0.641162,0.20817,-1.38804,0.92718,0.954276,-1.43666,-1.78822,-2.03894,0.723705,0.589067,-0.10861,-0.41246,-0.52606,-0.56647,0.045969,0.47535,0.16465,1.069437,0.02774,0.02668,29.95,0
391,-0.82993,0.43025,1.303708,1.040559,0.82221,0.84483,0.589865,0.045791,-0.14864,0.310523,0.178932,-0.31464,-1.51006,0.182331,-0.15771,-0.78395,0.037391,0.242677,1.442093,-0.05882,-0.07518,0.096038,-0.13941,-0.85974,0.121235,-0.20496,-0.29225,-0.059,27.7,0
392,-2.15349,0.104021,1.459532,-1.61328,-1.07136,0.192161,-0.33275,0.462717,-0.20957,0.237996,-1.63699,-0.14501,1.194628,-1.27675,-1.22885,1.183709,0.201088,-1.32382,0.676053,0.227422,-0.10194,0.096735,-0.49033,-0.39266,0.608578,-0.33838,-0.35213,-0.42273,82.29,0
393,-2.5955,1.311592,1.323081,-1.12785,0.307467,-0.5182,-2.09882,-4.38247,1.724535,0.19868,0.381592,0.78089,-0.24781,0.046902,2.501395,-1.43213,0.732979,-0.18324,1.075631,-1.14867,3.980384,-0.83584,-1.78633,0.485594,-0.53516,-0.68414,-0.42254,0.047078,64.04,0
394,1.293053,0.457969,-1.94045,0.173149,2.60957,3.014117,-0.26941,0.75442,-0.22101,-0.6208,0.348748,-0.2961,-0.11874,-1.19258,1.278393,0.923268,0.395379,1.039038,-0.25292,0.02502,-0.12113,-0.42775,-0.15934,0.857135,0.850055,-0.31169,0.037536,0.050618,1,0
394,-0.55309,1.667591,-0.04736,0.514249,0.589388,-0.63541,1.126611,-0.31188,0.035247,1.704936,1.112336,0.616777,0.217651,0.093269,0.051643,-0.47114,-0.70096,0.351666,0.709549,0.577734,-0.03354,0.687658,-0.07669,0.01481,-0.59071,-0.483,0.137717,-0.33491,1.55,0
399,1.091666,0.068682,1.230334,2.554474,-0.45417,0.915781,-0.70102,0.396866,0.307571,0.475235,-1.41062,-0.50859,-0.97096,-0.1991,0.110452,0.541796,-0.27402,-0.3333,-0.99073,-0.21664,-0.09844,-0.17843,0.007277,-0.50403,0.255974,0.022213,0.048714,0.027057,15.19,0
402,-0.16063,-0.06446,2.531072,-1.32827,-0.97043,0.18503,-0.38018,0.078119,1.775956,-1.24231,-0.36495,0.435457,0.039502,-0.76059,1.701604,-1.23342,0.497776,0.1947,1.430685,0.130322,0.262124,1.340696,-0.25386,0.178601,-0.49112,0.244972,0.074829,-0.06992,0.01,0
403,1.237413,0.512365,0.687746,1.693872,-0.23632,-0.65023,0.118066,-0.23055,-0.80852,0.511284,-0.17816,0.762909,1.700923,-0.13386,0.402418,0.684668,-0.6094,-0.70428,-0.72073,-0.00672,-0.07754,-0.17822,0.038722,0.471218,0.289249,0.871803,-0.06688,0.012986,0,0
403,0.699599,-2.63173,0.661576,-0.70725,-2.261,0.360969,-1.06966,-0.05354,-0.83365,0.915355,-1.5271,-0.01367,1.594934,-1.46721,-1.41723,-0.87722,0.893238,0.035658,0.248352,0.540912,0.049882,0.068132,-0.49937,-0.02874,0.460852,-0.0034,0.020449,0.092994,411.88,0
403,1.131541,-0.17436,0.992621,0.600032,-1.02193,-0.64478,-0.42862,-0.03207,0.516318,-0.11899,-0.36603,0.116521,0.051908,0.014391,1.424917,0.672574,-0.56392,0.031698,-0.38511,0.006619,0.022068,-0.03115,0.022845,0.414591,0.129935,0.387228,-0.01642,0.034255,52.4,0
403,1.085214,-0.22846,0.774503,1.379282,-0.4699,0.765731,-0.58928,0.426976,0.865987,-0.04391,0.285296,0.427668,-1.77634,0.092021,-1.21017,-0.45291,0.155038,-0.09443,0.168119,-0.26248,-0.06903,0.049995,-0.11181,-0.31964,0.574092,-0.25048,0.057517,0.006986,15,0
404,0.638806,1.772451,-1.74826,1.2977,1.785872,-1.0502,1.48573,-0.78063,0.416991,0.00269,0.908875,-0.67283,0.3721,-4.40743,1.428053,0.371422,2.561437,1.042815,-0.63564,0.589654,-0.35961,-0.06154,-0.05143,-0.76474,-0.42418,-0.41863,-0.00326,-0.54124,0.99,0
405,-0.84495,1.396044,1.325804,0.503092,0.005609,-0.72782,0.692732,0.251972,-1.44276,-0.44737,-0.64313,0.631724,1.56794,0.04491,-0.50406,1.075012,-0.82138,-0.58549,-1.58458,-0.14656,0.096804,0.069221,0.025522,0.450556,-0.40273,0.607588,-0.09107,0.080906,27.13,0
406,-0.81405,1.538222,1.11569,-0.05167,0.092334,-1.0134,0.748851,-0.12481,-0.20741,0.072842,0.058285,0.639903,1.428942,-0.83048,0.782318,0.278964,-0.08363,-0.33331,-0.15843,0.445199,-0.31145,-0.62754,-0.01647,0.363403,-0.01463,0.076914,0.467478,0.228123,1.98,0
406,-2.31223,1.951992,-1.60985,3.997906,-0.52219,-1.42655,-2.53739,1.391657,-2.77009,-2.77227,3.202033,-2.89991,-0.59522,-4.28925,0.389724,-1.14075,-2.83006,-0.01682,0.416956,0.126911,0.517232,-0.03505,-0.46521,0.320198,0.044519,0.17784,0.261145,-0.14328,0,1
406,-1.64501,-2.0908,1.592567,-1.38885,1.732899,-1.63106,-0.92286,0.013814,1.760777,-1.27016,-1.40105,0.356018,0.19158,-0.47327,0.707895,-0.17908,-0.81691,0.631247,0.309447,0.564246,0.248155,0.415496,0.293294,-0.46343,-0.40518,-0.9241,0.006586,0.018683,46.68,0
407,-0.91811,0.798542,1.753494,-0.57699,-0.55478,0.119542,1.096153,-0.11459,-0.21329,-0.74261,-0.13875,0.599899,1.20892,-0.3815,0.716385,0.472987,-0.68482,-0.64925,-1.37895,-0.20569,0.050748,0.201314,0.023568,0.107428,-0.46447,0.004938,-0.06801,0.093834,146.25,0
408,-2.99079,1.932985,0.423524,-2.01992,-0.10864,-0.29571,0.629705,-0.04499,2.424756,3.334443,1.474486,0.121291,-0.92915,-0.9299,0.449338,0.330376,-1.06332,-0.35687,-0.9898,1.298921,-0.57274,-0.3252,0.154298,-0.33151,0.234599,0.76007,0.955377,0.536524,7.3,0
409,-0.54492,0.595407,1.813261,-1.34467,0.016864,-0.6014,0.660876,-0.05898,0.317033,-0.52319,-0.38648,-0.71684,-1.30721,0.018266,0.926464,0.282248,-0.42723,-0.67167,-1.03212,-0.01685,-0.12305,-0.14823,-0.07608,0.074036,-0.48663,0.724549,0.104294,-0.05511,0.77,0
409,1.243758,-0.77776,1.01683,-0.25055,-1.26856,0.13728,-1.05792,0.009986,-0.46049,0.624628,-1.14414,0.342357,2.14271,-0.69576,1.368114,-0.46619,-0.8092,1.855165,-1.06053,-0.22261,-0.14245,0.042134,-0.12506,-0.40378,0.212596,0.619155,0.035518,0.041399,72,0
410,-0.96082,0.071013,2.602819,-0.99869,-0.38388,-0.20829,0.368938,0.059514,0.504836,-0.67802,1.050475,1.316125,0.377965,-0.86168,-1.75581,0.097838,-0.46517,-0.22492,-0.01971,0.315315,-0.13683,-0.08133,-0.01616,0.605342,-0.12176,0.736684,0.077109,-0.06975,56.09,0
410,-1.08613,-0.70455,2.329021,-0.88572,0.617677,0.478894,-0.26741,0.354042,0.558999,-0.78808,1.237452,1.360273,0.170854,-0.69762,-1.20392,-0.46526,0.055994,-1.00235,-0.56523,0.188552,0.021119,0.213192,0.186858,-0.20754,-0.70108,0.737603,-0.09327,-0.08537,39.77,0
410,-0.35522,1.155882,1.311865,0.061945,0.114207,-0.99022,0.728195,-0.10563,-0.48618,-0.52535,-0.10519,0.254165,0.739546,-0.552,0.826427,0.352044,-0.02614,-0.21528,-0.09471,0.155328,-0.2558,-0.63962,-0.02268,0.351456,-0.13946,0.069852,0.24958,0.099988,0.89,0
411,-0.56653,-0.05773,-0.82512,-1.04022,1.059728,3.811274,0.066048,1.280204,-0.50444,-0.67369,-0.31552,-0.16885,0.228239,0.47381,1.478096,0.629533,-0.5267,0.537551,0.919497,0.560386,0.208875,-0.0462,0.567673,1.039253,-0.37148,0.997043,-0.19884,-0.01905,235.7,0
411,0.238849,0.241702,0.369161,-2.12404,-0.17251,-0.83834,0.183133,-0.92145,0.517945,-1.21504,1.920257,1.441274,-0.22239,0.769624,0.665069,-0.77672,-0.03666,-0.35246,0.241212,-0.26839,0.846544,0.047365,-0.16221,0.284053,0.773004,-0.03486,0.153185,0.207924,10,0
413,-1.07565,1.101233,0.579164,-0.45937,0.600011,0.160927,0.573488,0.274773,-0.58137,0.121711,0.189099,0.888804,1.489961,0.064828,0.078678,0.687699,-1.1569,0.620395,0.704516,0.372269,-0.07495,-0.01622,-0.2674,-0.98218,-0.00929,0.266081,0.158421,-0.05917,40,0
413,1.146594,-0.35321,0.83412,0.708139,-0.74901,0.189676,-0.59321,0.126902,1.015718,-0.25513,-1.51988,0.049217,-0.01888,-0.40283,0.291387,0.424361,-0.46559,0.074899,0.261903,0.011619,-0.12006,-0.26842,-0.11232,-0.41047,0.341273,0.364006,0.005175,0.02681,57.5,0
413,-1.58122,0.391512,1.916333,-0.08784,-0.42141,0.270447,-0.13597,0.231828,0.377201,0.38182,1.305813,0.201177,-0.76198,-0.06713,0.94642,0.524254,-0.57797,0.41743,-0.3205,-0.33526,0.142557,0.621812,0.213053,0.018859,-0.30539,0.300156,-0.28768,0.185402,30,0
414,-0.37616,0.460565,1.686273,1.300379,0.192393,0.205985,0.554367,0.095977,-0.21076,0.143518,0.969153,-0.29982,-2.40108,0.480956,-0.24724,-1.05884,0.470259,9.22E-05,0.977226,0.010521,0.030858,0.301532,-0.07287,0.178562,-0.34415,-0.30168,-7.11E-05,-0.0832,29.99,0
414,-1.04307,1.044582,0.292186,-2.37854,-0.18979,-0.92053,0.178722,-0.38409,0.237234,-1.33692,1.648879,1.41735,-0.17613,0.924563,0.484003,-0.78369,0.16737,-0.16179,0.447245,-0.25653,0.934064,0.316389,-0.00471,0.268738,-0.17719,-0.12694,0.290259,0.12753,1,0
415,-0.68716,0.886271,1.805077,1.337742,1.027126,-0.51747,1.091071,-0.15453,-1.51099,0.415642,1.111937,0.469677,-0.03316,0.241555,-1.0082,0.913401,-1.20357,-0.2748,-1.01459,0.02198,-0.33023,-1.11693,0.212042,0.22477,-0.64844,-0.75745,-0.08529,-0.06707,24.02,0
417,-0.47373,0.69734,2.2796,1.359875,0.342429,1.392886,0.289971,0.170677,0.578966,-0.27689,-1.57749,1.009165,1.303964,-1.35059,-1.41553,-1.55708,0.672508,-0.99382,1.608721,0.330993,-0.46242,-0.48681,-0.23567,-0.72657,0.085981,-0.3511,0.289067,-0.04303,8.61,0
417,-2.68035,1.872052,1.144712,-0.69366,0.155172,0.601325,0.904201,-0.52008,3.013065,3.555695,-0.90004,-0.52734,-0.28779,-2.01133,0.485906,-0.71048,-0.63723,-0.43306,-0.21888,1.483877,-0.45959,0.485421,-0.36544,-0.74412,0.328655,0.457695,0.566152,0.168241,29.99,0
417,-0.79199,1.054007,-0.11001,-1.23419,2.751355,3.443064,0.055313,-0.10566,-0.30607,-0.09423,0.053638,-0.39177,-0.13936,-0.44606,1.113755,0.585027,-0.51439,0.322607,0.339455,0.111575,0.425088,-1.17883,-0.03215,0.928394,-0.12857,0.046299,0.069745,-0.03762,0.89,0
421,1.166913,-0.02337,0.624394,0.781791,-0.65556,-0.51661,-0.15857,0.033648,0.287207,-0.00796,1.108448,0.888833,-0.79917,0.268056,-0.85512,-0.11494,-0.10788,-0.20518,0.434435,-0.14865,-0.17205,-0.39022,0.030233,0.562816,0.37374,0.240428,-0.03084,0.004149,10.69,0
421,-1.39778,0.004573,2.528964,0.648279,-0.19663,0.16319,-0.2783,0.366045,0.435493,-0.30806,-0.67818,-0.21964,-0.64343,-0.38381,0.814038,-0.47196,0.419925,-0.33446,0.52441,0.056481,-0.08722,0.150044,0.322306,0.091753,0.171955,0.509403,0.266858,0.094296,12.41,0
421,1.121785,0.206367,0.529086,1.318229,-0.16151,0.024067,-0.0205,0.103401,-0.02341,0.039351,1.391993,1.432679,0.022332,0.218358,-0.84133,-0.60066,0.071539,-0.58542,-0.15484,-0.18374,-0.0379,0.121195,-0.04662,0.239376,0.61756,-0.34243,0.039618,0.007107,1,0
422,-0.79275,-0.55439,1.698544,-3.77404,0.005129,-0.35317,0.362089,0.044961,1.968388,-2.2458,1.034873,1.433988,-0.04711,-0.38314,-0.04707,-0.41073,-0.87255,0.520402,-0.53433,-0.00396,0.325067,1.155921,-0.17194,-0.26832,0.005261,-1.02147,0.014806,-0.07779,60.92,0
423,1.174846,-0.0971,-0.36108,0.91449,0.594571,1.106664,-0.11484,0.30765,0.347846,0.069757,-0.60983,-0.05962,-1.24226,0.432567,-0.51805,0.043841,-0.53745,0.251097,0.57059,-0.13811,-0.15777,-0.3888,-0.30341,-1.73729,0.805329,-0.22175,0.018558,-0.00857,43.34,0
423,1.161123,0.65405,0.211966,2.521864,0.156582,-0.58346,0.442847,-0.12091,-0.9594,0.715869,-0.15599,-0.35407,-0.91718,0.727636,0.521758,-0.02136,-0.03351,-0.9587,-1.36345,-0.25855,0.025278,0.046085,-0.02579,0.377012,0.58597,0.080868,-0.02815,0.008323,3.75,0
425,-0.36706,1.035851,1.108064,-0.06546,0.366306,-0.32266,0.59634,0.109672,-0.31867,-0.54392,-0.37358,-0.30451,-0.20077,-0.34996,1.212178,0.211685,0.177027,-0.42545,-0.31154,0.07395,-0.26288,-0.67131,-0.02259,-0.34748,-0.19711,0.125083,0.258796,0.090689,3.59,0
426,-1.93206,1.724618,1.288229,-0.397,-0.1402,2.470521,-1.8653,-5.18685,0.794764,0.155379,0.034517,0.906738,-0.02717,-0.4043,-0.47395,0.274034,-0.22234,0.416883,0.363446,-1.10866,5.27342,-1.682,0.526025,-1.20718,-0.01737,0.376704,0.139676,-0.16409,16.19,0
426,-0.42413,0.943262,1.133354,-0.16634,0.387243,-0.03038,0.466045,0.275041,-0.52793,-0.365,1.294316,0.212522,-0.63366,-0.08242,0.547718,0.415067,-0.0426,0.102804,-0.0317,0.068551,-0.21116,-0.58213,-0.02123,-0.3791,-0.24185,0.106796,0.251811,0.080462,4.95,0
427,-0.84731,0.854261,0.338816,0.890137,0.804751,1.165501,-0.08141,0.879014,-0.39474,-0.11111,-0.8413,-0.24061,-1.17018,0.699977,-0.24278,-0.33672,-0.0003,0.583674,1.664117,0.081904,-0.04669,-0.0753,-0.30848,-1.73314,0.087036,-0.12921,0.294334,0.071198,11.36,0
427,-0.85657,0.842156,1.716677,-0.01618,1.054486,-0.44034,1.463574,-0.37876,-0.72854,0.042132,1.471733,-0.2064,-1.6905,0.476756,-0.13642,-0.31836,-0.55195,-0.18875,-0.85747,-0.10196,0.049032,0.297741,-0.4565,0.197724,0.610523,-0.42053,-0.45826,-0.38131,12.98,0
427,0.1732,-1.82335,0.307208,1.342691,-1.35811,-0.13694,0.355663,-0.15931,0.854919,-0.5819,-0.89887,0.847338,0.407891,-0.44914,-0.8736,-0.43131,0.249965,-0.58201,0.188219,0.986325,0.182255,-0.32756,-0.53636,0.507573,0.331853,0.46928,-0.10272,0.106901,539.17,0
427,0.823788,-0.90294,0.10728,0.384451,-0.79,-0.43155,0.114447,-0.12447,0.706185,-0.38498,-1.13125,0.00095,-0.48819,-0.00221,0.032373,0.036773,-0.05447,-0.58765,0.538507,0.380669,-0.20397,-0.99556,-0.17351,-0.0632,0.180529,0.848548,-0.11567,0.041674,246.96,0
427,1.031076,-0.45523,1.561884,1.562479,-0.93013,1.407878,-1.14856,0.626702,1.46548,-0.246,0.096604,1.19563,-0.76887,-0.72878,-2.02793,-0.55402,0.283586,-0.12189,0.295543,-0.21159,-0.08041,0.240504,-0.08783,-0.27565,0.470778,-0.24479,0.111875,0.019806,10,0
430,-1.86026,-0.62986,0.96657,0.844632,0.759983,-1.48117,-0.50968,0.540722,-0.73362,-0.37162,0.859741,0.372609,-1.24018,0.998391,-0.34639,-0.39168,0.348289,0.282125,1.165893,0.32045,0.268028,0.125515,-0.22503,0.586664,-0.0316,0.570168,-0.04301,-0.22374,0,0
430,-1.64725,1.627046,0.828098,-1.19271,-1.21839,-1.54798,-0.06306,0.635641,0.564945,0.052423,-0.25058,0.02023,-0.76335,0.314848,0.556575,0.626997,-0.24835,-0.45264,-1.05311,0.179014,-0.13687,-0.28539,0.149182,0.924095,-0.17651,0.682287,0.072508,-0.09507,2.31,0
430,1.331282,-0.46078,0.201621,-0.58285,-0.81536,-0.86386,-0.27243,-0.22881,-1.19479,0.71058,1.571597,0.833851,0.952135,-0.19845,-1.06283,0.613137,0.385393,-1.36258,1.013423,0.157205,0.239532,0.71803,-0.18165,0.617561,0.760131,-0.10063,-0.00947,0.001407,30,0
432,-2.14916,0.128062,-0.15595,-0.05098,-0.64623,-1.02799,0.499062,0.769078,-0.47964,-0.71191,0.570784,0.519427,-1.28206,1.082844,-1.26265,0.346261,-0.12168,0.148746,-0.25366,-0.34889,0.15495,0.370655,0.520347,0.555705,-0.319,0.27431,0.184559,-0.29684,102.13,0
432,-0.75171,1.19841,1.287421,-0.38476,0.090426,-0.40687,0.55674,-1.97959,-0.51751,-0.18727,0.368933,0.428892,0.57449,0.083043,1.197243,-0.86063,0.460706,-1.01752,0.49153,-0.1985,1.534498,-0.2033,0.037478,0.474355,-0.25258,1.090398,-0.04097,-0.11736,22.03,0
433,-0.57983,0.88557,0.730111,0.756647,0.636427,-0.4558,0.825371,-0.18868,-0.87348,0.230434,0.987816,0.806197,0.571752,0.423297,0.122798,-0.19467,-0.56678,0.475025,0.917322,-0.03486,0.178555,0.511952,-0.12981,0.031972,-0.46044,-0.43532,-0.07306,0.246336,34.27,0
433,-0.59976,1.383107,2.381261,2.686183,0.317047,0.801453,0.59163,0.000285,-1.25909,1.079903,0.815402,0.737496,0.850839,-0.39058,-0.57727,-0.33065,-0.11075,0.139605,1.655322,0.415559,-0.26874,-0.38886,-0.27314,0.006995,0.144277,0.081082,0.041199,-0.08126,5.31,0
434,-0.67929,1.120837,1.319394,1.249827,1.147786,-0.08653,1.001436,-0.03975,-1.3745,0.012874,-1.62709,-0.49817,0.539217,0.057768,-0.1532,0.992143,-1.21236,0.099774,-1.111,-0.01114,0.067521,0.030112,-0.29695,-0.61985,0.282799,-0.0594,0.048695,0.1092,25.03,0
436,-0.85053,0.963376,1.654453,-0.59204,0.534175,-0.13895,0.939027,-0.09641,-0.247,-0.94391,-1.4487,0.442161,1.047695,-0.52984,-0.91496,0.098949,-0.60529,-0.50267,-0.08686,-0.04838,-0.21038,-0.51651,-0.40013,-0.40634,0.621244,0.201347,-0.13541,0.04632,15.8,0
438,1.491574,-1.08828,0.552852,-1.28988,-1.39118,-0.10177,-1.15664,-0.02306,-1.70601,1.419577,0.625897,0.472241,1.26294,-0.77694,-1.59323,-0.73505,0.554896,0.203064,0.55862,-0.29456,-0.22423,0.008611,-0.09074,0.045121,0.593903,-0.10027,0.052103,0.004537,2,0
438,1.287087,-0.39236,0.51336,-1.23732,-0.40256,0.474908,-0.79308,0.14659,1.676342,-1.08998,-1.05333,0.913,1.741552,-0.41864,2.451091,0.102132,-0.82464,0.588239,0.278219,0.015737,0.22059,0.90136,-0.27648,-1.25,0.646935,-0.44013,0.127178,0.027224,8.49,0
439,-0.14256,0.995908,1.348949,0.651922,0.40229,-0.14145,0.735366,-0.18228,-0.55217,0.377374,1.080588,0.913908,1.023626,-0.04283,0.300918,-0.07527,-0.79475,0.786581,0.660981,0.27383,0.259457,1.160833,-0.2608,0.05183,-0.40506,-0.27367,0.304349,0.023759,3.67,0
439,1.258778,-0.05931,0.314052,-0.11107,-0.50301,-0.70409,-0.15647,-0.05154,0.369292,-0.21018,-0.13385,-0.13105,-0.72007,0.423255,1.475942,0.000962,0.020428,-0.84883,-0.28128,-0.15606,-0.09273,-0.2495,0.086934,0.124848,0.141429,0.992693,-0.07226,-0.00174,0.77,0
441,-0.42134,0.845373,-0.18005,-1.19408,2.7378,3.293114,0.375299,0.660924,-0.31959,-0.12871,0.041619,-0.43678,-0.10898,-0.46795,1.084601,0.583543,-0.60049,0.31382,0.321886,0.278626,-0.30946,-0.83605,-0.05381,0.940155,-0.39577,-0.00626,0.060371,-0.0139,9.27,0
441,-0.56533,-0.06142,2.197934,-1.9588,-0.04853,0.748808,0.296588,-0.14994,1.209929,-0.91111,0.960782,0.838669,0.397782,-0.64108,1.213254,-0.83639,-0.28626,0.664773,1.820391,0.247162,0.104993,0.885525,-0.54877,-0.71147,0.267147,0.24216,-0.30674,-0.41048,50,0
442,-0.62762,0.841974,0.840728,-1.35106,0.18265,-0.48454,0.46511,0.181788,-0.07402,-0.77477,-0.7662,-0.09323,-0.02144,0.156261,0.677262,0.382874,-0.47095,-0.71073,-0.84733,-0.21599,-0.02265,-0.10147,-0.08359,-0.38796,-0.29892,0.77119,-0.46711,-0.27108,2.23,0
442,-0.75336,0.547357,0.63255,-1.72828,0.937092,-1.06511,1.511596,-0.27907,-0.59173,-1.13287,-1.17987,0.086923,0.617977,0.102907,-0.50236,0.794453,-1.16466,-0.79537,-1.00446,0.032888,-0.26666,-1.07315,0.092292,-0.43755,-0.14639,0.387434,-0.06151,0.110388,77.98,0
443,-0.64471,0.662711,1.488931,1.299353,0.091519,0.195377,0.469805,0.298436,-0.41933,0.074562,1.085808,0.38207,-1.26778,0.436119,-0.38032,-1.03324,0.511543,-0.10931,0.93478,0.198551,0.054276,0.326933,-0.00816,0.203424,-0.15935,-0.25093,0.40074,0.19997,46.77,0
444,0.548588,-1.10639,-0.65088,0.572799,-0.148,0.055981,0.551553,-0.13397,-0.20496,-0.03685,0.326795,0.470193,0.202573,0.557298,0.374305,0.721662,-1.01509,0.630461,0.402817,0.742849,0.212745,-0.27963,-0.56873,-0.77921,0.507367,0.410569,-0.12173,0.056038,399.07,0
446,-1.1461,1.350274,0.907209,-0.04068,-0.24292,-1.09986,0.579042,0.045619,0.460784,0.470425,-0.44113,-1.0023,-1.65998,-0.29149,1.150417,0.418427,0.077176,0.031448,-0.15877,0.331216,-0.39695,-0.89576,0.099686,0.275643,-0.04522,0.095849,0.563119,0.307945,17.99,0
